嗮,5 8 5 ,5 8 5 ,4 1 3 2 ,0 0 2 1 ,0.3984375 0.19140625 0.53125 0.44140625 
囷,4 5 5 ,4 5 5 ,3 2 3 3 ,3 2 3 2 ,0.6796875 0.671875 0.65625 0.57421875 
萫,1 3 1 ,1 3 1 ,1 1 1 1 ,3 2 3 2 ,0.234375 0.1875 0.2890625 0.375 
瞍,5 3 4 ,5 3 4 ,3 2 3 2 ,1 2 3 4 ,0.47265625 0.48046875 0.35546875 0.4140625 
资,4 1 3 ,4 1 3 ,2 2 2 2 ,1 2 2 2 ,0.23046875 0.3515625 0.375 0.41796875 
腧,3 6 5 ,3 6 5 ,3 1 3 3 ,1 1 3 2 ,0.3359375 0.4140625 0.234375 0.47265625 
藰,3 5 3 ,3 5 3 ,2 2 1 3 ,3 4 1 1 ,0.33203125 0.515625 0.328125 0.38671875 
庾,2 4 2 ,2 4 2 ,1 1 1 1 ,1 1 3 3 ,0.26171875 0.38671875 0.3125 0.3359375 
饤,3 2 2 ,3 2 2 ,2 1 1 1 ,1 1 1 1 ,0.4140625 0.38671875 0.4140625 0.09765625 
雕,4 4 5 ,4 4 5 ,3 1 3 2 ,2 2 3 2 ,0.34765625 0.3671875 0.3984375 0.42578125 
纩,3 2 1 ,3 2 1 ,3 1 1 1 ,2 2 1 0 ,0.296875 0.34765625 0.375 0.0 
欼,4 3 4 ,4 3 4 ,2 3 2 3 ,2 3 2 1 ,0.38671875 0.40234375 0.28125 0.3359375 
洤,2 1 2 ,2 1 2 ,1 1 1 1 ,2 0 2 2 ,0.30078125 0.359375 0.109375 0.25 
楹,3 5 5 ,3 5 5 ,3 1 2 3 ,2 0 3 2 ,0.4921875 0.375 0.41015625 0.453125 
剡,4 4 3 ,4 4 3 ,2 2 1 2 ,1 1 1 2 ,0.21484375 0.34375 0.35546875 0.4765625 
兕,3 1 3 ,3 1 3 ,2 2 1 2 ,2 2 2 2 ,0.34765625 0.3046875 0.41015625 0.45703125 
悙,2 4 2 ,2 4 2 ,2 0 1 1 ,1 0 3 2 ,0.26171875 0.25 0.25 0.0 
樼,3 5 4 ,3 5 4 ,2 1 2 2 ,2 1 4 4 ,0.390625 0.3125 0.5546875 0.4921875 
犵,2 2 3 ,2 2 3 ,2 0 2 2 ,2 1 3 2 ,0.37890625 0.26953125 0.25 0.421875 
聒,3 2 3 ,3 2 3 ,2 1 2 2 ,3 2 2 2 ,0.48828125 0.33984375 0.33984375 0.42578125 
觺,4 2 1 ,4 2 1 ,1 3 1 1 ,3 3 2 4 ,0.48046875 0.40625 0.58984375 0.58984375 
竵,4 3 5 ,4 3 5 ,2 2 3 2 ,2 2 3 2 ,0.40234375 0.35546875 0.515625 0.484375 
總,5 6 7 ,5 6 7 ,3 2 5 3 ,2 2 4 3 ,0.29296875 0.48828125 0.34765625 0.51171875 
鑓,6 4 6 ,6 4 6 ,3 3 4 2 ,3 3 2 4 ,0.390625 0.46875 0.4453125 0.49609375 
坰,3 5 4 ,3 5 4 ,2 1 2 2 ,1 1 2 2 ,0.3125 0.3046875 0.359375 0.44921875 
亡,1 1 1 ,1 1 1 ,1 1 1 0 ,1 1 1 1 ,0.125 0.4375 0.125 0.21875 
蘵,4 3 4 ,4 3 4 ,1 3 3 2 ,2 1 2 2 ,0.4296875 0.40625 0.3828125 0.640625 
尚,3 3 3 ,3 3 3 ,2 2 2 2 ,2 1 2 2 ,0.33203125 0.375 0.33984375 0.53515625 
穻,4 1 1 ,4 1 1 ,2 2 1 1 ,3 2 3 1 ,0.3828125 0.0 0.390625 0.0 
埽,2 4 4 ,2 4 4 ,1 1 2 2 ,1 1 4 2 ,0.375 0.2890625 0.52734375 0.33203125 
騩,4 5 8 ,4 5 8 ,2 3 5 3 ,1 3 2 3 ,0.5 0.4609375 0.3515625 0.578125 
悭,6 6 2 ,6 6 2 ,4 3 1 1 ,1 0 2 2 ,0.3984375 0.375 0.40625 0.25 
棼,4 2 2 ,4 2 2 ,2 2 1 1 ,1 3 1 2 ,0.3671875 0.31640625 0.3515625 0.203125 
竐,3 3 3 ,3 3 3 ,2 2 1 2 ,3 1 2 3 ,0.34765625 0.32421875 0.33203125 0.3515625 
蘯,3 2 1 ,3 2 1 ,2 1 0 1 ,2 3 5 4 ,0.35546875 0.44921875 0.4375 0.46484375 
虮,3 3 5 ,3 3 5 ,1 2 3 3 ,1 1 1 0 ,0.40625 0.3359375 0.25 0.57421875 
駭,2 5 7 ,2 5 7 ,1 1 6 2 ,1 3 2 2 ,0.37890625 0.4140625 0.35546875 0.39453125 
蔶,1 1 2 ,1 1 2 ,1 1 1 1 ,5 5 5 5 ,0.33984375 0.40625 0.36328125 0.4609375 
浊,1 3 3 ,1 3 3 ,1 1 1 2 ,1 1 1 2 ,0.2890625 0.3515625 0.1875 0.53515625 
類,2 4 2 ,2 4 2 ,1 1 1 1 ,1 2 2 2 ,0.36328125 0.3671875 0.46484375 0.45703125 
疢,3 4 3 ,3 4 3 ,2 1 2 2 ,1 1 1 2 ,0.2109375 0.390625 0.375 0.36328125 
嘐,4 4 3 ,4 4 3 ,3 2 2 2 ,0 1 4 3 ,0.54296875 0.078125 0.5703125 0.18359375 
憎,6 3 2 ,6 3 2 ,4 2 2 1 ,1 0 2 4 ,0.328125 0.3125 0.51953125 0.62109375 
堢,4 4 5 ,4 4 5 ,2 2 2 3 ,1 1 2 1 ,0.29296875 0.34765625 0.34765625 0.33984375 
痢,2 4 6 ,2 4 6 ,2 0 3 4 ,1 1 2 2 ,0.2109375 0.359375 0.3125 0.48828125 
腟,4 4 3 ,4 4 3 ,3 1 3 1 ,2 2 3 3 ,0.34375 0.375 0.28125 0.4140625 
輡,3 5 3 ,3 5 3 ,2 2 2 2 ,3 2 1 1 ,0.484375 0.4375 0.29296875 0.44140625 
娤,2 2 2 ,2 2 2 ,1 1 1 1 ,2 2 1 2 ,0.3671875 0.33984375 0.35546875 0.2421875 
竀,4 2 3 ,4 2 3 ,2 2 3 1 ,3 1 4 3 ,0.33984375 0.40625 0.36328125 0.58203125 
岅,4 6 5 ,4 6 5 ,4 1 4 2 ,0 1 2 1 ,0.328125 0.3359375 0.3359375 0.41015625 
艐,7 4 5 ,7 4 5 ,4 4 3 2 ,4 3 2 2 ,0.359375 0.328125 0.3984375 0.390625 
衘,3 3 4 ,3 3 4 ,3 1 3 2 ,2 0 2 1 ,0.3046875 0.3125 0.2890625 0.375 
斐,2 3 2 ,2 3 2 ,1 1 1 1 ,3 2 3 2 ,0.26953125 0.27734375 0.2890625 0.3203125 
哷,5 3 3 ,5 3 3 ,3 2 2 2 ,1 1 1 2 ,0.53125 0.25 0.49609375 0.328125 
狄,4 2 3 ,4 2 3 ,2 2 1 2 ,2 1 1 1 ,0.37890625 0.34375 0.046875 0.41796875 
妗,3 2 2 ,3 2 2 ,1 2 1 1 ,1 1 2 2 ,0.4375 0.3359375 0.171875 0.18359375 
舡,3 2 4 ,3 2 4 ,2 1 3 1 ,4 3 1 1 ,0.3984375 0.359375 0.36328125 0.3515625 
霈,5 2 4 ,5 2 4 ,3 3 2 2 ,4 0 4 3 ,0.4765625 0.33984375 0.49609375 0.3671875 
乯,1 0 2 ,1 0 2 ,1 1 1 1 ,3 3 2 2 ,0.40234375 0.546875 0.44921875 0.51953125 
鉨,4 4 6 ,4 4 6 ,3 2 4 2 ,4 2 1 0 ,0.34765625 0.54296875 0.3125 0.09765625 
翴,5 6 4 ,5 6 4 ,4 1 2 2 ,2 2 3 3 ,0.33984375 0.33984375 0.51953125 0.453125 
铢,2 2 5 ,2 2 5 ,2 1 3 3 ,2 2 2 2 ,0.4453125 0.3203125 0.15234375 0.28125 
袺,2 2 3 ,2 2 3 ,1 1 2 1 ,1 1 2 2 ,0.40234375 0.375 0.3125 0.44140625 
錳,3 2 7 ,3 2 7 ,2 1 4 3 ,3 2 3 1 ,0.390625 0.5703125 0.3984375 0.55078125 
軗,3 4 2 ,3 4 2 ,1 2 1 1 ,1 1 2 2 ,0.44140625 0.39453125 0.328125 0.40234375 
柄,2 6 3 ,2 6 3 ,1 1 2 2 ,2 1 2 2 ,0.3984375 0.3125 0.25 0.44140625 
鍸,5 4 6 ,5 4 6 ,2 3 4 3 ,3 2 1 1 ,0.37890625 0.49609375 0.5 0.38671875 
啯,5 5 4 ,5 5 4 ,3 2 3 2 ,1 1 3 2 ,0.49609375 0.2734375 0.6171875 0.51953125 
刮,3 3 4 ,3 3 4 ,1 2 2 3 ,2 2 1 2 ,0.30859375 0.44921875 0.33203125 0.4609375 
顴,3 4 3 ,3 4 3 ,2 2 2 1 ,2 4 2 3 ,0.546875 0.4453125 0.515625 0.41015625 
阾,4 3 4 ,4 3 4 ,3 2 3 2 ,2 1 1 3 ,0.5625 0.4765625 0.09375 0.10546875 
鴲,3 1 6 ,3 1 6 ,3 1 2 5 ,2 3 4 4 ,0.41796875 0.53125 0.4296875 0.546875 
稜,2 4 5 ,2 4 5 ,1 1 3 2 ,3 1 2 2 ,0.48828125 0.33203125 0.26953125 0.37890625 
愫,4 4 4 ,4 4 4 ,4 1 2 3 ,1 1 4 2 ,0.41796875 0.37890625 0.38671875 0.33203125 
摮,3 4 1 ,3 4 1 ,1 2 1 1 ,3 4 2 3 ,0.3046875 0.3125 0.3671875 0.3125 
竁,3 1 2 ,3 1 2 ,2 1 2 1 ,5 5 5 6 ,0.3828125 0.5234375 0.40234375 0.52734375 
釳,3 2 5 ,3 2 5 ,3 1 3 2 ,2 1 2 2 ,0.34375 0.6015625 0.3125 0.44140625 
兜,4 5 3 ,4 5 3 ,2 2 1 2 ,2 2 1 2 ,0.32421875 0.31640625 0.33984375 0.41796875 
瞄,4 5 5 ,4 5 5 ,3 2 3 2 ,1 1 2 2 ,0.5 0.58203125 0.48828125 0.453125 
渟,1 0 2 ,1 0 2 ,1 1 1 1 ,0 1 3 2 ,0.2890625 0.35546875 0.25 0.0 
郢,4 3 3 ,4 3 3 ,2 3 1 2 ,3 1 1 1 ,0.4375 0.35546875 0.51953125 0.29296875 
熊,4 3 3 ,4 3 3 ,2 3 2 1 ,4 3 2 2 ,0.45703125 0.3046875 0.32421875 0.33203125 
侁,2 3 4 ,2 3 4 ,2 1 2 3 ,1 1 2 1 ,0.26953125 0.375 0.15234375 0.453125 
逤,4 4 3 ,4 4 3 ,1 3 2 1 ,1 2 1 3 ,0.28125 0.48046875 0.19140625 0.30859375 
埓,4 2 4 ,4 2 4 ,1 3 2 2 ,1 1 3 2 ,0.3125 0.37109375 0.32421875 0.27734375 
鴪,3 3 7 ,3 3 7 ,2 1 3 5 ,1 0 4 4 ,0.37890625 0.29296875 0.36328125 0.546875 
苕,0 2 2 ,0 2 2 ,0 0 1 1 ,3 3 2 3 ,0.3125 0.40625 0.3125 0.421875 
滋,2 4 5 ,2 4 5 ,1 1 3 3 ,0 0 1 3 ,0.25390625 0.33984375 0.453125 0.4296875 
苻,2 2 3 ,2 2 3 ,1 1 2 2 ,2 0 2 1 ,0.34765625 0.375 0.375 0.34375 
弟,2 2 3 ,2 2 3 ,1 2 2 2 ,3 2 3 2 ,0.31640625 0.34375 0.375 0.421875 
擕,3 3 5 ,3 3 5 ,2 1 2 3 ,2 1 3 2 ,0.3984375 0.41015625 0.25 0.46875 
塚,2 4 4 ,2 4 4 ,2 1 1 3 ,1 1 2 2 ,0.375 0.26171875 0.46875 0.26953125 
滮,3 4 6 ,3 4 6 ,1 3 3 3 ,1 1 2 3 ,0.21875 0.51171875 0.2890625 0.51171875 
誁,1 3 4 ,1 3 4 ,1 1 3 2 ,3 3 1 1 ,0.484375 0.41015625 0.4453125 0.3125 
闶,3 3 5 ,3 3 5 ,2 2 2 3 ,2 1 2 2 ,0.35546875 0.4921875 0.4921875 0.62109375 
輶,3 5 2 ,3 5 2 ,1 2 2 1 ,3 3 2 2 ,0.46875 0.484375 0.51953125 0.46875 
鍇,5 2 4 ,5 2 4 ,3 2 4 1 ,2 2 1 3 ,0.3359375 0.4609375 0.35546875 0.50390625 
咱,4 4 3 ,4 4 3 ,3 2 2 2 ,1 1 3 2 ,0.45703125 0.37109375 0.30078125 0.484375 
悌,4 4 4 ,4 4 4 ,2 2 2 3 ,1 0 2 2 ,0.26953125 0.25 0.4765625 0.4140625 
環,3 3 4 ,3 3 4 ,2 1 2 3 ,2 1 3 2 ,0.44921875 0.3125 0.54296875 0.46484375 
齸,3 5 8 ,3 5 8 ,3 1 4 4 ,1 4 1 2 ,0.12890625 0.53515625 0.31640625 0.63671875 
疾,3 3 3 ,3 3 3 ,3 0 1 2 ,1 1 2 2 ,0.19921875 0.37109375 0.375 0.359375 
斍,2 2 1 ,2 2 1 ,1 1 1 1 ,3 4 3 4 ,0.2421875 0.30859375 0.265625 0.48046875 
罴,1 1 2 ,1 1 2 ,1 1 1 1 ,3 2 3 2 ,0.53125 0.328125 0.59375 0.375 
皠,3 3 3 ,3 3 3 ,3 1 3 1 ,1 1 2 1 ,0.484375 0.5234375 0.3515625 0.40234375 
汖,1 3 3 ,1 3 3 ,1 1 2 2 ,2 2 1 2 ,0.33203125 0.3515625 0.30078125 0.41015625 
茬,1 2 2 ,1 2 2 ,1 0 1 1 ,3 1 2 2 ,0.21875 0.25 0.25390625 0.25 
叻,3 4 3 ,3 4 3 ,3 1 2 2 ,1 2 1 1 ,0.46875 0.26171875 0.125 0.48828125 
悼,4 4 2 ,4 4 2 ,4 1 2 1 ,1 0 3 2 ,0.421875 0.375 0.25 0.25 
澽,3 2 5 ,3 2 5 ,1 2 3 3 ,0 1 5 2 ,0.25390625 0.41796875 0.35546875 0.30859375 
蘪,1 4 4 ,1 4 4 ,1 1 2 2 ,4 4 4 4 ,0.23046875 0.45703125 0.31640625 0.47265625 
迸,2 2 3 ,2 2 3 ,2 1 2 1 ,1 1 1 2 ,0.33203125 0.46875 0.390625 0.40625 
酯,3 5 3 ,3 5 3 ,1 2 2 1 ,2 2 2 3 ,0.39453125 0.41015625 0.30859375 0.44921875 
蔠,2 4 2 ,2 4 2 ,1 1 1 1 ,2 2 3 3 ,0.3515625 0.4375 0.3125 0.2734375 
翟,4 2 1 ,4 2 1 ,2 2 1 1 ,4 3 3 3 ,0.3359375 0.3203125 0.578125 0.515625 
描,3 4 4 ,3 4 4 ,2 2 2 2 ,2 1 2 2 ,0.4921875 0.48046875 0.53125 0.45703125 
诱,1 4 3 ,1 4 3 ,1 1 2 2 ,1 2 3 2 ,0.3203125 0.296875 0.3125 0.43359375 
辀,4 2 4 ,4 2 4 ,2 3 2 3 ,2 1 3 3 ,0.51171875 0.25 0.33203125 0.47265625 
簒,2 2 4 ,2 2 4 ,2 1 2 2 ,5 4 4 4 ,0.375 0.40625 0.33984375 0.453125 
眕,4 4 4 ,4 4 4 ,3 2 3 1 ,1 1 2 2 ,0.41015625 0.4296875 0.20703125 0.1640625 
羸,1 2 5 ,1 2 5 ,1 1 3 3 ,4 1 4 2 ,0.4140625 0.48046875 0.3515625 0.32421875 
躂,3 4 4 ,3 4 4 ,2 1 3 1 ,1 2 2 2 ,0.4296875 0.46875 0.390625 0.47265625 
蟠,4 6 3 ,4 6 3 ,1 3 3 1 ,1 2 2 3 ,0.41796875 0.390625 0.375 0.5 
雀,3 2 1 ,3 2 1 ,1 2 1 1 ,2 4 3 4 ,0.23828125 0.34375 0.33203125 0.4375 
凣,1 2 3 ,1 2 3 ,1 1 1 2 ,1 1 0 1 ,0.03125 0.4375 0.0 0.46484375 
歿,3 3 3 ,3 3 3 ,2 2 1 2 ,2 1 3 2 ,0.35546875 0.3359375 0.3203125 0.375 
仭,3 4 3 ,3 4 3 ,1 2 2 2 ,1 0 1 2 ,0.23046875 0.375 0.3515625 0.4140625 
犖,2 4 1 ,2 4 1 ,1 1 1 1 ,2 2 2 2 ,0.28125 0.3125 0.3984375 0.3125 
辅,2 5 2 ,2 5 2 ,1 1 2 1 ,3 1 2 3 ,0.5078125 0.30859375 0.52734375 0.5 
搑,3 2 3 ,3 2 3 ,2 2 2 2 ,2 1 3 3 ,0.390625 0.4453125 0.5703125 0.55859375 
嶔,2 4 5 ,2 4 5 ,1 1 3 2 ,3 1 2 1 ,0.375 0.50390625 0.390625 0.34765625 
娉,2 2 2 ,2 2 2 ,2 1 2 1 ,2 1 3 3 ,0.4375 0.37890625 0.34375 0.43359375 
塳,3 3 3 ,3 3 3 ,1 2 3 1 ,1 2 3 2 ,0.3515625 0.30078125 0.41796875 0.4609375 
諅,2 3 1 ,2 3 1 ,1 1 1 1 ,1 6 2 5 ,0.31640625 0.265625 0.31640625 0.265625 
嘼,1 3 0 ,1 3 0 ,1 1 0 0 ,4 4 4 4 ,0.375 0.34375 0.3984375 0.4296875 
榋,2 4 3 ,2 4 3 ,2 1 2 2 ,2 0 3 3 ,0.29296875 0.25 0.35546875 0.5859375 
贾,4 0 3 ,4 0 3 ,2 2 2 2 ,3 2 3 2 ,0.4609375 0.40625 0.4609375 0.36328125 
頭,3 3 3 ,3 3 3 ,1 2 2 1 ,3 2 3 2 ,0.49609375 0.3828125 0.53515625 0.4140625 
雍,3 3 2 ,3 3 2 ,1 2 2 1 ,3 3 2 1 ,0.2890625 0.38671875 0.26171875 0.39453125 
咒,4 1 3 ,4 1 3 ,2 2 1 2 ,2 1 2 1 ,0.42578125 0.3046875 0.37890625 0.5 
柚,2 6 4 ,2 6 4 ,2 1 2 2 ,2 0 1 1 ,0.43359375 0.3125 0.23828125 0.4765625 
繳,5 5 5 ,5 5 5 ,3 2 4 2 ,2 2 2 2 ,0.2890625 0.40234375 0.34765625 0.4609375 
翣,4 2 1 ,4 2 1 ,2 2 1 1 ,5 3 5 3 ,0.40234375 0.28515625 0.4765625 0.2265625 
洷,2 1 2 ,2 1 2 ,1 2 1 1 ,0 1 3 2 ,0.25 0.35546875 0.38671875 0.3125 
弈,3 2 2 ,3 2 2 ,2 1 1 1 ,2 2 2 1 ,0.234375 0.3125 0.25 0.0 
胅,3 3 4 ,3 3 4 ,3 1 2 2 ,2 2 2 2 ,0.31640625 0.421875 0.17578125 0.34375 
璦,2 5 4 ,2 5 4 ,2 1 3 2 ,2 1 2 4 ,0.4296875 0.30859375 0.39453125 0.3671875 
涢,1 2 4 ,1 2 4 ,1 1 2 2 ,1 1 3 1 ,0.26953125 0.34375 0.375 0.40625 
鄖,4 3 4 ,4 3 4 ,2 3 1 4 ,4 3 1 0 ,0.5234375 0.5 0.48828125 0.29296875 
扠,4 3 2 ,4 3 2 ,2 3 1 1 ,1 1 2 2 ,0.48046875 0.5 0.41015625 0.4140625 
鹿,3 1 4 ,3 1 4 ,2 1 2 2 ,3 1 3 3 ,0.27734375 0.31640625 0.25 0.3984375 
螁,3 5 6 ,3 5 6 ,2 1 3 4 ,1 2 3 4 ,0.41796875 0.40234375 0.36328125 0.41796875 
聍,4 3 3 ,4 3 3 ,3 2 2 1 ,2 2 3 1 ,0.390625 0.34765625 0.32421875 0.04296875 
耖,4 2 4 ,4 2 4 ,1 3 3 1 ,3 2 0 1 ,0.46484375 0.4296875 0.09765625 0.0546875 
雙,1 4 2 ,1 4 2 ,1 1 1 1 ,3 3 2 3 ,0.4296875 0.20703125 0.453125 0.32421875 
鑁,7 3 6 ,7 3 6 ,3 4 4 2 ,3 3 3 2 ,0.3671875 0.4921875 0.38671875 0.39453125 
薨,4 1 4 ,4 1 4 ,2 2 2 2 ,4 4 4 4 ,0.3671875 0.5 0.3671875 0.421875 
糕,4 2 6 ,4 2 6 ,3 1 3 3 ,1 1 2 2 ,0.46875 0.41015625 0.48828125 0.4453125 
鶓,3 4 8 ,3 4 8 ,2 1 3 5 ,2 1 3 4 ,0.5078125 0.51953125 0.421875 0.55859375 
奁,2 4 3 ,2 4 3 ,1 1 2 2 ,2 1 2 3 ,0.21875 0.38671875 0.234375 0.3046875 
聡,5 2 6 ,5 2 6 ,3 2 2 4 ,3 2 3 3 ,0.39453125 0.328125 0.2578125 0.48046875 
局,1 2 3 ,1 2 3 ,1 1 2 2 ,3 0 3 2 ,0.3984375 0.359375 0.59375 0.52734375 
錒,4 6 6 ,4 6 6 ,2 2 4 3 ,3 3 2 2 ,0.3671875 0.44921875 0.4375 0.39453125 
崄,5 3 6 ,5 3 6 ,4 2 4 3 ,0 1 2 1 ,0.3125 0.41015625 0.1484375 0.42578125 
遹,3 5 4 ,3 5 4 ,0 3 3 2 ,0 1 4 4 ,0.26953125 0.5 0.4375 0.546875 
燅,3 3 3 ,3 3 3 ,1 2 1 2 ,1 1 3 1 ,0.35546875 0.36328125 0.26953125 0.40625 
拊,3 4 3 ,3 4 3 ,2 1 2 1 ,2 1 1 1 ,0.3984375 0.453125 0.35546875 0.33984375 
罟,1 1 2 ,1 1 2 ,1 1 1 1 ,3 2 3 2 ,0.56640625 0.328125 0.55859375 0.390625 
聄,4 4 4 ,4 4 4 ,3 2 3 2 ,2 2 2 2 ,0.4375 0.33984375 0.21484375 0.17578125 
贖,1 1 4 ,1 1 4 ,1 0 3 1 ,3 3 3 5 ,0.3515625 0.24609375 0.3515625 0.51171875 
祌,2 5 2 ,2 5 2 ,2 1 1 1 ,3 0 1 1 ,0.30859375 0.25 0.17578125 0.0625 
媔,2 5 5 ,2 5 5 ,1 1 2 3 ,1 2 2 1 ,0.375 0.36328125 0.25 0.6171875 
巽,4 2 1 ,4 2 1 ,2 3 1 1 ,3 3 3 3 ,0.5078125 0.44921875 0.57421875 0.47265625 
痚,3 2 2 ,3 2 2 ,2 1 1 1 ,1 0 3 4 ,0.2109375 0.36328125 0.25 0.25 
醨,6 6 6 ,6 6 6 ,3 4 3 4 ,1 3 3 3 ,0.41015625 0.44140625 0.37890625 0.546875 
尮,3 3 6 ,3 3 6 ,1 2 3 3 ,1 0 4 3 ,0.4609375 0.31640625 0.40234375 0.45703125 
蘫,3 4 2 ,3 4 2 ,2 2 2 1 ,1 1 2 2 ,0.33203125 0.34765625 0.35546875 0.484375 
侜,4 3 4 ,4 3 4 ,2 2 2 2 ,1 0 2 2 ,0.2734375 0.375 0.30078125 0.37890625 
銲,3 1 4 ,3 1 4 ,3 1 4 1 ,3 2 3 2 ,0.3359375 0.578125 0.41796875 0.1875 
橅,5 7 4 ,5 7 4 ,2 3 2 2 ,2 0 1 2 ,0.44140625 0.3125 0.31640625 0.3359375 
稁,1 1 1 ,1 1 1 ,1 1 1 1 ,4 4 4 4 ,0.28125 0.32421875 0.3046875 0.359375 
葈,2 1 1 ,2 1 1 ,1 1 1 1 ,4 4 3 4 ,0.25 0.37109375 0.25 0.3515625 
匟,2 3 4 ,2 3 4 ,2 1 2 2 ,2 2 2 2 ,0.59375 0.6171875 0.35546875 0.44140625 
栝,2 3 3 ,2 3 3 ,1 1 2 1 ,2 0 2 2 ,0.37890625 0.25 0.35546875 0.48828125 
寺,1 1 2 ,1 1 2 ,1 1 1 1 ,2 2 2 1 ,0.1953125 0.0 0.21484375 0.0 
姐,3 4 3 ,3 4 3 ,2 2 2 2 ,1 1 2 2 ,0.43359375 0.375 0.37109375 0.44921875 
耘,1 2 5 ,1 2 5 ,1 0 3 2 ,1 1 2 1 ,0.42578125 0.421875 0.328125 0.55859375 
尳,4 4 4 ,4 4 4 ,2 3 3 2 ,1 1 3 4 ,0.44140625 0.29296875 0.390625 0.61328125 
库,2 3 2 ,2 3 2 ,2 1 1 1 ,2 1 2 2 ,0.26171875 0.390625 0.3125 0.3125 
騀,3 5 8 ,3 5 8 ,1 2 5 3 ,1 3 1 2 ,0.5 0.47265625 0.42578125 0.5859375 
峧,3 7 4 ,3 7 4 ,3 0 3 1 ,0 1 3 2 ,0.265625 0.36328125 0.23828125 0.359375 
唚,3 3 3 ,3 3 3 ,2 1 1 2 ,0 0 4 4 ,0.59375 0.34765625 0.59375 0.41796875 
懁,4 2 4 ,4 2 4 ,4 1 2 3 ,1 1 3 3 ,0.37890625 0.3125 0.4453125 0.4140625 
埼,2 2 4 ,2 2 4 ,1 1 2 2 ,1 1 3 1 ,0.3125 0.1796875 0.2890625 0.38671875 
筛,4 3 5 ,4 3 5 ,2 2 3 2 ,4 1 2 2 ,0.390625 0.328125 0.32421875 0.27734375 
势,3 3 2 ,3 3 2 ,1 2 1 1 ,1 2 1 2 ,0.42578125 0.33203125 0.15234375 0.3359375 
囧,4 3 4 ,4 3 4 ,2 2 2 2 ,2 1 2 1 ,0.5703125 0.609375 0.52734375 0.5703125 
涳,2 2 2 ,2 2 2 ,1 1 1 1 ,1 0 2 2 ,0.26171875 0.34765625 0.25390625 0.25 
駛,4 3 6 ,4 3 6 ,2 3 5 1 ,1 3 1 2 ,0.5078125 0.42578125 0.375 0.30859375 
綞,3 3 4 ,3 3 4 ,2 1 4 1 ,2 1 3 3 ,0.29296875 0.4765625 0.265625 0.28125 
嬪,4 2 3 ,4 2 3 ,3 2 2 1 ,2 2 4 5 ,0.39453125 0.33203125 0.41796875 0.53515625 
拨,2 3 3 ,2 3 3 ,2 1 2 1 ,2 2 3 1 ,0.4296875 0.44921875 0.31640625 0.40625 
嚎,4 4 4 ,4 4 4 ,3 1 2 3 ,1 1 4 3 ,0.41796875 0.28515625 0.29296875 0.30078125 
黼,3 4 6 ,3 4 6 ,2 1 5 1 ,1 1 1 1 ,0.375 0.375 0.5390625 0.53515625 
閻,4 5 4 ,4 5 4 ,2 2 2 2 ,4 1 3 2 ,0.609375 0.4375 0.5703125 0.6171875 
扈,1 2 2 ,1 2 2 ,1 1 2 1 ,2 1 4 4 ,0.28515625 0.41796875 0.33984375 0.5078125 
凹,4 3 2 ,4 3 2 ,2 2 1 1 ,1 1 1 1 ,0.6484375 0.6484375 0.609375 0.609375 
凋,4 3 4 ,4 3 4 ,3 2 3 2 ,0 1 3 2 ,0.359375 0.4453125 0.5234375 0.5703125 
詄,1 2 4 ,1 2 4 ,1 1 2 2 ,3 3 1 2 ,0.41015625 0.39453125 0.11328125 0.4140625 
泭,2 4 3 ,2 4 3 ,1 1 2 1 ,2 1 1 1 ,0.25390625 0.35546875 0.3515625 0.40625 
遱,3 2 2 ,3 2 2 ,1 2 2 1 ,1 1 4 4 ,0.2421875 0.44921875 0.453125 0.484375 
勋,2 4 5 ,2 4 5 ,1 1 3 3 ,3 1 1 2 ,0.37890625 0.41015625 0.234375 0.48046875 
髙,2 2 4 ,2 2 4 ,1 1 2 2 ,1 1 1 2 ,0.3125 0.3125 0.33203125 0.45703125 
梒,4 4 3 ,4 4 3 ,2 2 2 1 ,2 0 2 2 ,0.390625 0.3125 0.171875 0.42578125 
笣,4 2 3 ,4 2 3 ,2 2 1 2 ,4 3 3 2 ,0.41796875 0.33203125 0.4296875 0.5703125 
齄,5 3 1 ,5 3 1 ,2 3 0 1 ,5 2 2 3 ,0.421875 0.40625 0.3515625 0.484375 
缁,5 2 3 ,5 2 3 ,3 2 1 2 ,1 2 3 3 ,0.328125 0.34765625 0.38671875 0.47265625 
蝡,4 7 3 ,4 7 3 ,4 1 2 1 ,1 2 2 3 ,0.39453125 0.37890625 0.3671875 0.3203125 
稌,3 2 5 ,3 2 5 ,2 2 3 3 ,3 1 2 1 ,0.41015625 0.33984375 0.16015625 0.27734375 
嬷,4 7 4 ,4 7 4 ,2 2 3 2 ,1 3 3 2 ,0.3671875 0.40234375 0.37109375 0.4453125 
埚,3 2 5 ,3 2 5 ,2 1 2 3 ,1 1 3 3 ,0.3125 0.3359375 0.46484375 0.55859375 
痄,3 3 2 ,3 3 2 ,3 1 1 1 ,1 0 2 2 ,0.18359375 0.3515625 0.3125 0.234375 
极,3 6 3 ,3 6 3 ,2 2 2 1 ,2 1 2 1 ,0.44140625 0.3125 0.30859375 0.43359375 
摹,2 1 3 ,2 1 3 ,1 1 2 2 ,4 3 4 4 ,0.27734375 0.20703125 0.30078125 0.18359375 
